teamMarket,Pos,HEIGHT,CLASS YR,jerseyNum,fullName,GS,GP,MP,ORB,TOV,STL,DRB,3PAr,3P%,extra_poss,extra_poss_per_40,3PAr %ile,3P% %ile,extra_poss_perc,extra_poss_per_40_perc,status,OBPR,OBPR_perct,DBPR,DBPR_perct,BPR,BPR_perct,Position,Role
Bellarmine,G,75,Senior,5,Myles Watkins,2,28,294.47,9,24,18,20,0.17808,0.23077,23,3.12425714,0.253,0.247,0.33,0.262,,-1.071012,0.203,-1.6082844,0.079,-2.6792964,0.098,1.637243411,3.319525743
West Ga.,G,79,Senior,6,Matija Žužic,3,22,353.93,11,16,5,41,0.57292,0.30909,41,4.633684627,0.739,0.476,0.457,0.458,,,,,,,,#N/A,#N/A
Queens (NC),G,81,Sophomore,9,Maban Jabriel,1,33,655.82,32,30,22,92,0.57065,0.44762,116,7.075112073,0.733,0.937,0.838,0.743,,1.7951625,0.743,-1.2242691,0.145,0.5708934,0.513,3.624226579,3.229270265
Queens (NC),G,78,Sophomore,24,Yoav Berman,28,33,970.92,30,56,31,100,0.45246,0.2971,105,4.325794092,0.578,0.427,0.802,0.415,,2.3360156,0.819,0.16892434,0.526,2.50493994,0.749,2.307439901,2.480271744
Jacksonville,G,78,Sophomore,1,Chris Arias,3,28,512.69,12,20,12,52,0.64497,0.33945,56,4.369111939,0.812,0.625,0.555,0.42,,0.062763666,0.418,-1.368153,0.115,-1.305389334,0.239,2.864086707,3.33644021
North Florida,G,75,Sophomore,10,Kent Jackson,30,30,973.41,13,59,27,90,0.74036,0.34375,71,2.91757841,0.889,0.643,0.643,0.236,,1.5353739,0.696,-2.4200482,0.013,-0.8846743,0.293,2.077860211,2.827885931
Stetson,G,77,Sophomore,0,Jamie Phillips Jr.,15,15,467.25,14,30,7,61,0.35754,0.34375,52,4.451578384,0.449,0.643,0.532,0.432,,-0.52752121,0.308,-1.3169892,0.124,-1.84451041,0.173,3.321496783,2.37500631
Stetson,G,72,Sophomore,4,Daniel Macgregor,3,20,372.74,7,40,21,32,0.27273,0.33333,20,2.146268176,0.344,0.567,0.307,0.158,,-1.3073983,0.167,-0.96223427,0.202,-2.26963257,0.128,1,1.578716801
Eastern Ky.,G,76,Sophomore,4,"Juan Cranford, Jr.",27,30,789.31,23,43,16,53,0.69799,0.36058,49,2.483181513,0.86,0.72,0.511,0.187,,1.4498451,0.684,-1.6687136,0.068,-0.2188685,0.396,2.439961012,2.925238409
FGCU,G,75,Sophomore,0,Jack Reddick,0,30,305.28,8,18,9,35,0.59016,0.25,34,4.454926625,0.758,0.279,0.407,0.433,,-0.86327541,0.242,-0.90906234,0.212,-1.77233775,0.181,2.450617984,3.391786844
FGCU,G,76,Sophomore,2,Darren Williams,10,32,596.77,7,20,17,57,0.73596,0.36641,61,4.08867738,0.886,0.74,0.586,0.386,,0.75649038,0.56,-1.7074249,0.063,-0.95093452,0.287,2.540164523,3.745651784
Austin Peay,G,74,Senior,20,Quan Lax,0,8,116.01,1,6,7,13,0.38889,0,15,5.171967934,0.494,0,0.27,0.523,,,,,,,,#N/A,#N/A
North Ala.,G,76,Sophomore,8,Kevin de Kovachich,28,28,878.82,12,52,42,50,0.35472,0.31915,52,2.366810041,0.444,0.517,0.532,0.177,,-0.70486073,0.275,-0.99981548,0.195,-1.70467621,0.188,1.431101654,2.447697986
West Ga.,G,74,Freshman,2,Chas Lewless,9,9,256.38,1,23,10,21,0.55882,0.33333,9,1.404165692,0.721,0.567,0.218,0.107,,-0.9318208,0.228,-1.3312163,0.122,-2.2630371,0.129,1.476215057,2.142296946
Austin Peay,G,72,Freshman,1,Zyree Collins,29,29,872.92,39,77,63,53,0.30128,0.29787,78,3.574210695,0.377,0.429,0.681,0.317,,1.0959286,0.626,0.83389554,0.7,1.92982414,0.689,1.16386177,2.032298439
Austin Peay,G,77,Freshman,2,Tyler Wagner,0,21,126.64,1,2,3,21,0.96774,0.33333,23,7.264687303,0.964,0.567,0.33,0.759,,,,,,,,#N/A,#N/A
Austin Peay,G,78,Freshman,23,Ja'Corey Robinson,0,28,477.86,18,37,26,56,0.06667,0.33333,63,5.27351107,0.176,0.567,0.599,0.536,,0.23317046,0.457,0.54620673,0.63,0.77937719,0.539,2.780866158,2.606731773
Austin Peay,G,78,Sophomore,22,Travis Torain,0,22,169.01,13,7,5,32,0.07692,0,43,10.17691261,0.182,0,0.47,0.927,,,,,,,,#N/A,#N/A
Jacksonville,G,76,Freshman,8,Hayden Wood,29,30,831.3,32,26,14,64,0.52434,0.35714,84,4.041862144,0.681,0.699,0.712,0.381,,1.7942675,0.743,-1.054881,0.181,0.7393865,0.534,3.164598772,2.670826295
Jacksonville,G,75,Freshman,9,Michael Harper,0,13,70.96,4,2,2,4,0.25,0.28571,8,4.509582864,0.318,0.382,0.209,0.441,,,,,,,,#N/A,#N/A
Jacksonville,G,73,Freshman,34,Evan Sterck,21,30,756.16,9,47,32,53,0.52778,0.29474,47,2.486246297,0.685,0.418,0.497,0.188,,-0.61530816,0.292,0.079250556,0.498,-0.536057604,0.342,1.029248105,2.263183033
North Florida,G,73,Freshman,25,Gabe Jacobs,0,8,23.43,1,4,1,2,0.75,0.66667,0,0,0.893,0.981,0.022,0.022,,,,,,,,#N/A,#N/A
FGCU,G,76,Freshman,7,Jordan Ellerbee,23,32,884.3,33,58,27,77,0.44478,0.3557,79,3.573447925,0.567,0.695,0.687,0.317,,1.6140529,0.713,-0.71432963,0.267,0.89972327,0.557,2.49402808,2.116674815
Stetson,G,74,Junior,1,Ethan Copeland,31,31,997.45,13,42,48,103,0.6573,0.41026,122,4.892475813,0.821,0.881,0.859,0.491,,1.9786953,0.774,-0.34149584,0.372,1.63719946,0.656,2.111498067,2.544033896
Stetson,G,77,Senior,32,Jake Johnson,19,31,883.3,22,32,16,71,0.68142,0.32468,77,3.486924035,0.848,0.538,0.676,0.308,,0.75731205,0.56,-1.6248977,0.074,-0.86758565,0.296,2.590566053,3.852840535
Stetson,G,76,Freshman,15,J.R. Leonard,0,21,184.53,14,3,3,6,0.38983,0.21739,20,4.335338427,0.496,0.228,0.307,0.416,,,,,,,,#N/A,#N/A
Stetson,G,73,Freshman,8,Miller McGowan,0,6,13.31,0,1,0,0,1,0,-1,-3.005259204,0.965,0,0.009,0.012,,,,,,,,#N/A,#N/A
Stetson,G,74,Freshman,51,Sean Morgan,0,15,190.33,5,12,3,12,0.55357,0.22581,8,1.68129039,0.716,0.243,0.209,0.121,,,,,,,,#N/A,#N/A
Stetson,G,68,Junior,3,Calvin Sirmans III,25,30,695.81,11,54,31,42,0.43506,0.29851,30,1.724608729,0.555,0.431,0.379,0.124,,0.14580512,0.438,-1.6498585,0.071,-1.50405338,0.213,1,2.006172966
Queens (NC),G,77,Freshman,0,Jordan Watford,8,33,678.71,32,60,23,56,0.10748,0.34783,51,3.005701993,0.204,0.66,0.525,0.247,,5.7029695,0.989,-0.910238,0.211,4.7927315,0.916,1.595817531,1
Queens (NC),G,76,Freshman,3,Isaiah Henry,0,24,193.2,12,13,1,28,0.26316,0.2,28,5.797101449,0.333,0.191,0.365,0.606,,,,,,,,#N/A,#N/A
Queens (NC),G,79,Junior,5,Kam Clark,3,25,169.88,5,8,3,21,0.5641,0.13636,21,4.944666824,0.726,0.15,0.315,0.498,,,,,,,,#N/A,#N/A
Eastern Ky.,G,74,Freshman,2,Tyler Jackson,9,17,278.67,9,20,16,25,0.51282,0.31667,30,4.306168587,0.669,0.507,0.379,0.413,,-0.10352918,0.388,-0.8477887,0.232,-0.95131788,0.286,2.540050004,2.885192413
Bellarmine,G,73,Senior,22,Darrius Bolden,5,26,270.31,5,14,16,16,0.37931,0.27273,23,3.403499686,0.48,0.349,0.33,0.296,,-1.1850862,0.185,-1.2405721,0.138,-2.4256583,0.118,1.030207142,3.733184484
Bellarmine,G,75,Freshman,0,Tommy Clark,0,12,21.31,0,0,2,3,1,0.25,5,9.385265134,0.965,0.279,0.175,0.898,,,,,,,,#N/A,#N/A
Eastern Ky.,G,70,Freshman,3,MJ Williams,20,30,714.15,25,61,41,84,0.59922,0.32468,89,4.98494714,0.768,0.538,0.732,0.502,,2.0842614,0.787,0.32358247,0.568,2.40784387,0.738,1.223467515,1.233981434
Central Ark.,G,77,Freshman,9,Harrison Beauchamp,0,32,492.05,13,23,7,29,0.70476,0.43243,26,2.113606341,0.866,0.921,0.351,0.155,,0.82353379,0.575,-1.6593122,0.069,-0.83577841,0.302,2.372484843,3.493101521
Central Ark.,G,74,Freshman,32,Luke Moore,30,32,964.16,20,47,48,71,0.45421,0.33065,92,3.816793893,0.58,0.564,0.747,0.352,,0.31813152,0.473,1.0344521,0.749,1.35258362,0.624,1.582229365,3.209528741
North Ala.,G,75,Junior,5,Kedar Bodie,0,10,94.41,3,3,8,8,0.27273,0.33333,16,6.778942909,0.344,0.567,0.277,0.71,,,,,,,,#N/A,#N/A
North Ala.,G,72,Freshman,3,Braylon Patton,12,25,419.04,13,59,18,32,0.25862,0.3,4,0.381825124,0.33,0.433,0.161,0.076,,-1.8908937,0.096,-2.1268218,0.03,-4.0177155,0.024,1.609290936,1.849040877
North Ala.,G,77,Freshman,12,Cortez Graham-Howard,0,25,347.38,9,26,6,33,0.39773,0.34286,22,2.533248892,0.504,0.639,0.322,0.192,,-0.67542293,0.28,-2.0383471,0.035,-2.71377003,0.094,2.595503946,2.490290972
North Florida,G,77,Senior,13,Alex Vargo,0,1,8.65,0,0,0,0,,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
FGCU,G,75,Senior,31,Brandon Dwyer,0,1,1.12,0,0,0,0,,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
Stetson,G,79,Sophomore,20,Ben Gladieux,0,4,7.19,0,0,0,0,,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
Austin Peay,G,68,Sophomore,10,Terrell Gaines,0,3,4.63,0,2,0,0,,,-2,-17.27861771,0,0,0.003,0.001,,,,,,,,#N/A,#N/A
West Ga.,G,75,Sophomore,20,Max Young,0,2,2.25,0,0,0,0,,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
Jacksonville,G,72,Freshman,12,Roman Loux,0,2,1.85,0,0,0,1,,,1,21.62162162,0,0,0.074,0.994,,,,,,,,#N/A,#N/A
Stetson,G,73,Junior,2,Isaac Jones,0,7,12.28,0,1,0,1,1,0,0,0,0.965,0,0.022,0.022,,,,,,,,#N/A,#N/A
West Ga.,G,71,Sophomore,30,Cameron Merritt,0,2,6.55,0,0,0,0,0,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
Jacksonville,G,73,Sophomore,6,Lamont Jackson,0,2,2.1,0,0,0,0,0,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
West Ga.,G,74,Senior,14,Nate Jones,0,3,5.55,0,0,0,0,1,0,0,0,0.965,0,0.022,0.022,,,,,,,,#N/A,#N/A
Eastern Ky.,G,74,Freshman,12,Mason Miles,0,4,1.07,0,0,0,0,1,0,0,0,0.965,0,0.022,0.022,,,,,,,,#N/A,#N/A
Jacksonville,G,75,Sophomore,4,Anakin Brown,0,2,5.1,0,0,0,0,0.5,0,0,0,0.634,0,0.022,0.022,,,,,,,,#N/A,#N/A
Central Ark.,G,76,Sophomore,10,Owen Derhmann,0,9,25.67,0,0,0,2,1,0.5,2,3.116478379,0.965,0.953,0.113,0.261,,,,,,,,#N/A,#N/A
Lipscomb,G,73,Senior,12,Luke Carter,0,6,9.56,2,0,0,0,0.66667,1,2,8.368200837,0.828,0.989,0.113,0.839,,,,,,,,#N/A,#N/A
Central Ark.,G,74,Freshman,4,John Shulman,0,10,22.71,0,0,0,4,1,0,4,7.045354469,0.965,0,0.161,0.739,,,,,,,,#N/A,#N/A
FGCU,G,75,Freshman,4,Matthew McCarthy,0,12,26.61,0,1,0,3,0.66667,0.5,2,3.006388576,0.828,0.953,0.113,0.247,,,,,,,,#N/A,#N/A
Queens (NC),G,72,Freshman,12,Tyler Crider,0,8,10.03,0,0,0,0,0.75,0,0,0,0.893,0,0.022,0.022,,,,,,,,#N/A,#N/A
North Ala.,G,78,Sophomore,55,King Walker,0,11,49.37,3,1,2,3,0,,7,5.671460401,0,0,0.198,0.587,,,,,,,,#N/A,#N/A
Jacksonville,G,70,Senior,10,Simon Wheeler,0,7,38.47,2,6,0,1,0.42857,0,-3,-3.119313751,0.545,0,0.002,0.012,,,,,,,,#N/A,#N/A
West Ga.,G,76,Sophomore,12,Eric Baldassarre,0,10,32.83,2,0,0,2,1,0.375,4,4.873591228,0.965,0.769,0.161,0.487,,,,,,,,#N/A,#N/A
Eastern Mich.,G,6'7,Senior,9,Addison Patterson,30,30,904.98,40,71,34,118,0.22727,0.28571,121,5.34818449,0.298,0.382,0.856,0.543,potential,1.2710089,0.654,1.5917595,0.862,2.8627684,0.786,2.723505393,1.355387063
Kent St.,G,77,Senior,8,Morgan Safford,28,28,890.38,55,44,24,103,0.58644,0.34104,138,6.199600171,0.754,0.633,0.901,0.65,,1.5271027,0.695,0.27400739,0.554,1.80111009,0.675,3.395023673,3.619119037
NIU,G,6'0,Sophomore,15,Lataevyon Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,potential,,,,,,,#N/A,#N/A
NIU,G,6'1,Junior,10,Jao Ituka,0,13,176.33,2,5,7,26,0.5942,0.31707,30,6.805421653,0.763,0.508,0.379,0.712,potential,1.54,0.698,0.36,0.578,1.9,0.687,2.5,2.4
Buffalo,G,75,Senior,14,Angelo Brizzi,29,29,876.97,16,64,52,64,0.43885,0.36885,68,3.101588424,0.56,0.749,0.627,0.259,,1.2056392,0.644,-0.072492449,0.456,1.133146751,0.594,2.271381124,2.547045584
Western Mich.,G,6'5,Freshman,23,Camden Thompson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,potential,,,,,,,#N/A,#N/A
Western Mich.,G,6'4,Senior,11,Justice Williams,14,18,541.64,16,28,11,48,0.41315,0.36364,47,3.470940108,0.527,0.727,0.497,0.304,potential,1.5353182,0.696,-1.1364416,0.167,0.3988766,0.486,2.062143137,2.099558373
Massachusetts,G,75,Senior,24,Marcus Banks,30,30,998.28,7,39,38,70,0.66505,0.39051,76,3.045237809,0.828,0.827,0.671,0.252,,2.405432,0.827,-0.24192907,0.399,2.16350293,0.711,1.883482116,2.806292833
Bowling Green,G,77,Senior,11,Javon Ruffin,15,27,657.65,14,22,19,55,0.67485,0.39091,66,4.014293317,0.843,0.828,0.616,0.377,,0.70331222,0.548,0.099506887,0.504,0.802819107,0.542,2.45800165,3.397970096
Ohio,G,74,Senior,13,Jackson Paveletzke,29,29,1071.06,14,66,26,72,0.26761,0.32632,46,1.717924299,0.339,0.545,0.49,0.124,,3.0537548,0.892,-1.1512793,0.162,1.9024755,0.687,1.023871685,1
Western Mich.,G,6'6,Junior,1,Trey Lewis,10,29,508.02,18,21,6,59,0.69399,0.3937,62,4.881697571,0.857,0.835,0.593,0.489,potential,0.8859699,0.585,-1.367691,0.115,-0.4817211,0.352,3.507777332,2.946529243
Akron,G,74,Senior,1,Shammah Scott,11,29,768.93,3,33,8,68,0.57857,0.42593,46,2.392935638,0.744,0.912,0.49,0.181,,3.1624588,0.902,-0.98928473,0.199,2.17317407,0.712,2.083751449,2.885852548
Akron,G,78,Senior,12,Evan Mahaffey,29,29,819.88,60,41,52,99,0.17674,0.26316,170,8.293896668,0.251,0.328,0.954,0.835,,3.1275309,0.897,2.2750129,0.936,5.4025438,0.942,2.818843589,3.112457979
Bowling Green,G,79,Senior,25,Justin Thomas,20,26,678.9,8,36,27,80,0.39175,0.34211,79,4.654588305,0.498,0.637,0.687,0.461,,-0.73495458,0.266,1.628536,0.866,0.89358142,0.556,2.38296768,3.547924123
Kent St.,G,77,Junior,5,Brenden Moss,0,12,60.19,5,3,5,7,0.73684,0.21429,14,9.303871075,0.887,0.222,0.261,0.895,,,,,,,,#N/A,#N/A
Buffalo,G,78,Senior,1,Noah Batchelor,29,29,891.1,36,30,30,95,0.66667,0.43478,131,5.880372573,0.828,0.923,0.884,0.614,,1.5024438,0.692,-1.2335771,0.142,0.2688667,0.465,3.420633054,3.906612588
Buffalo,G,77,Senior,12,Kyle Jones,0,17,157.36,19,2,12,12,0.125,0,41,10.42196238,0.214,0,0.457,0.934,,,,,,,,#N/A,#N/A
Central Mich.,G,77,Senior,33,Logan McIntire,24,28,700.25,11,37,26,52,0.81034,0.40426,52,2.970367726,0.93,0.869,0.532,0.242,,1.7823966,0.742,-1.0946022,0.174,0.6877944,0.526,2.170039041,2.685459846
Eastern Mich.,G,6'4,Senior,1,Mak Manciel,2,30,378.06,5,21,9,32,0.784,0.35714,25,2.645082791,0.916,0.699,0.345,0.204,potential,-0.33432018,0.342,-0.51620853,0.321,-0.85052871,0.3,2.457653678,2.809173698
Ohio,G,73,Senior,0,Ajay Sheldon,27,29,903.88,11,32,45,60,0.8191,0.3681,84,3.717307607,0.934,0.746,0.712,0.337,,0.65030242,0.539,-0.14171987,0.434,0.50858255,0.502,1.598869615,3.8066567
Miami (OH),G,77,Senior,5,Peter Suder,27,27,858.41,36,52,39,93,0.26259,0.38356,116,5.405342435,0.332,0.805,0.838,0.552,,3.4932933,0.923,0.84867226,0.704,4.34196556,0.895,2.370070076,1.958554821
Ball St.,F,6'9,Junior,54,Zane Doughty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,potential,,,,,,,#N/A,#N/A
Ball St.,G,6'3,Senior,1,Elmore James,19,29,691.08,14,19,17,35,0.47596,0.26263,47,2.720379696,0.607,0.328,0.497,0.213,potential,-2.2029821,0.064,-0.96520144,0.201,-3.16818354,0.065,2.392186258,3.798949142
Toledo,G,76,Senior,4,Kyler VanderJagt,19,29,661.86,13,37,33,39,0.46842,0.34831,48,2.900915601,0.6,0.663,0.505,0.235,,-0.63937618,0.287,-1.3349491,0.121,-1.97432528,0.158,1.991823241,3.827333871
Akron,G,75,Senior,15,Bowen Hardman,8,29,517.72,4,12,3,38,0.90476,0.41447,33,2.549640732,0.958,0.89,0.399,0.194,,1.44498,0.682,-1.5066966,0.092,-0.0617166,0.418,2.690136652,4.209777431
Western Mich.,G,6'6,Senior,12,Jayden Brewer,26,29,739.33,35,51,23,163,0.12329,0.30556,170,9.19751667,0.213,0.46,0.954,0.889,potential,-0.044095899,0.401,1.2716119,0.805,1.227516001,0.607,4.684538905,2.89224507
Akron,G,71,Senior,5,Tavari Johnson,29,29,930.96,18,70,34,67,0.41106,0.38012,49,2.105353613,0.523,0.792,0.511,0.153,,5.3790524,0.987,0.21300119,0.537,5.59205359,0.947,1.482500326,1.076085807
Akron,G,76,Junior,21,Zach Halligan,18,28,341.46,16,6,14,49,0.53571,0.3,73,8.551514087,0.695,0.433,0.654,0.852,,-0.67538951,0.281,0.19448466,0.533,-0.48090485,0.352,3.340603382,4.600385641
Eastern Mich.,G,6'3,Junior,5,Braelon Green,14,27,553.89,5,23,14,43,0.38182,0.35714,39,2.816443698,0.485,0.699,0.44,0.225,potential,-0.39435671,0.331,-1.116142,0.17,-1.51049871,0.212,2.106238668,3.72035032
Eastern Mich.,G,6'7,Senior,7,Aidan Rubio,1,30,294.71,11,11,11,28,0.53659,0.27273,39,5.293339215,0.697,0.349,0.44,0.537,potential,-1.1776005,0.185,-1.0464385,0.184,-2.224039,0.133,2.70972872,4.062591144
Ball St.,G,6'5,Junior,20,Joey Hart,3,4,77.11,2,1,1,5,0.45455,0.4,7,3.631176242,0.581,0.849,0.198,0.325,potential,-0.17,0.375,-0.21,0.409,-0.38,0.368,2.6,1.1
Kent St.,G,73,Sophomore,25,Jahari Williamson,29,29,727.63,21,12,26,31,0.78173,0.46104,66,3.628217638,0.914,0.944,0.616,0.324,,3.0720789,0.893,-0.93989487,0.204,2.13218403,0.709,2.014506572,3.051117083
Eastern Mich.,G,6'2,Senior,10,Jon Sanders,11,27,461.28,5,27,13,25,0.55725,0.30137,16,1.387443635,0.72,0.444,0.277,0.105,potential,-1.2871785,0.17,-0.72542335,0.264,-2.01260185,0.154,1.780760767,3.014082677
Toledo,G,73,Junior,3,Sonny Wilson,29,29,1064.02,33,47,40,73,0.24485,0.42105,99,3.721734554,0.313,0.905,0.779,0.339,,3.7678163,0.938,-0.7995094,0.244,2.9683069,0.798,1.631875767,1.865928358
Kent St.,G,71,Junior,1,Cian Medley,27,28,952.56,5,92,36,62,0.59216,0.30464,11,0.46191316,0.76,0.457,0.234,0.077,,1.9508149,0.769,0.21182175,0.536,2.16263665,0.711,1,1.858584349
Buffalo,G,74,Junior,2,Ryan Sabol,29,29,1066.52,19,51,19,77,0.65187,0.39068,64,2.400330045,0.817,0.827,0.606,0.181,,3.1444774,0.899,-1.8165541,0.053,1.3279233,0.621,2.205500636,2.240582419
Ball St.,G,6'4,Junior,5,Armoni Zeigler,27,29,946.86,31,78,36,112,0.29801,0.34444,101,4.266734258,0.375,0.648,0.786,0.408,potential,-0.37912497,0.334,0.40048686,0.592,0.02136189,0.431,2.633156814,1.956211726
Miami (OH),G,72,Junior,2,Evan Ipsaro,10,10,296.72,5,13,11,19,0.36471,0.3871,22,2.965758965,0.458,0.817,0.322,0.241,,2.555103,0.844,-0.24170984,0.399,2.31339316,0.729,1.331099131,1.543006168
Central Mich.,G,73,Senior,5,Tamario Adley,29,29,855.65,45,65,43,84,0.31488,0.36264,107,5.002045229,0.395,0.725,0.81,0.503,,2.0666117,0.785,-0.20654901,0.411,1.86006269,0.685,2.198149476,1.807777535
Western Mich.,G,5'10,Junior,2,Jalen Griffith,16,25,560.72,6,42,15,33,0.47807,0.3945,12,0.856042231,0.609,0.837,0.244,0.087,potential,2.3087456,0.816,-1.8193939,0.052,0.4893517,0.498,1,1
Ball St.,G,6'1,Senior,13,Devon Barnes,22,29,596.8,7,30,29,29,0.54884,0.33051,35,2.345844504,0.711,0.563,0.413,0.176,potential,0.75354588,0.559,-0.46557967,0.339,0.28796621,0.467,1.25377558,1.771415728
Massachusetts,G,76,Junior,11,Jayden Ndjigue,30,30,804.15,61,47,36,95,0.20325,0.24,145,7.212584717,0.277,0.266,0.913,0.755,,0.40432026,0.493,2.043737,0.914,2.44805726,0.743,3.421792082,3.924137693
NIU,G,6'5,Junior,3,Daemar Kelly,13,27,561.97,19,34,18,59,0.49315,0.23611,62,4.41304696,0.628,0.261,0.593,0.427,potential,-2.870415,0.024,-1.6004179,0.081,-4.4708329,0.014,2.76613115,4.208709583
Massachusetts,G,74,Junior,5,K'Jei Parker,6,30,645.14,7,41,17,53,0.596,0.42953,36,2.232073658,0.766,0.919,0.418,0.166,,1.5677934,0.702,-1.3619647,0.115,0.2058287,0.457,1.853127531,1.730898824
Eastern Mich.,G,6'5,Senior,2,Carlos Hart,17,17,560.56,27,38,20,65,0.32,0.32143,74,5.280433852,0.4,0.525,0.66,0.537,potential,0.042721381,0.413,0.93447146,0.728,0.977192841,0.57,2.635093759,2.212670457
Akron,G,72,Sophomore,3,Sharron Young,11,28,533.14,19,24,32,57,0.64375,0.35922,84,6.302284578,0.811,0.712,0.712,0.662,,2.4432133,0.831,1.0503918,0.753,3.4936051,0.839,2.338992138,3.724577407
Akron,G,76,Sophomore,4,Eric Mahaffey,10,28,642.09,55,26,20,115,0.33133,0.43636,164,10.2166363,0.411,0.926,0.948,0.928,,3.3782237,0.916,1.0505203,0.753,4.428744,0.899,4.532389262,3.447360625
Akron,G,72,Sophomore,11,Conner Groce,0,10,16.6,1,0,0,0,0.5,0.25,1,2.409638554,0.634,0.279,0.074,0.182,,,,,,,,#N/A,#N/A
Bowling Green,G,74,Senior,2,Javontae Campbell,28,28,1003.19,35,78,79,91,0.16623,0.32813,127,5.06384633,0.244,0.552,0.871,0.512,,2.4159039,0.828,2.3681039,0.941,4.7840078,0.916,1.1880665,1
NIU,G,6'0,Sophomore,0,Gianni Cobb,18,28,817.74,17,66,43,57,0.28814,0.26471,51,2.494680461,0.363,0.33,0.525,0.188,potential,-0.97690933,0.22,0.26262279,0.549,-0.71428654,0.319,1,1.70514214
Buffalo,G,74,Sophomore,5,Daniel Freitag,20,21,704.44,14,39,29,77,0.49104,0.37226,81,4.599398103,0.626,0.763,0.697,0.454,,4.0720639,0.95,-0.1456465,0.431,3.9264174,0.865,2.403103546,1.265944077
Central Mich.,G,74,Sophomore,10,Phat Phat Brooks,26,29,830.47,23,65,33,65,0.13077,0.17647,56,2.697267812,0.22,0.177,0.555,0.21,,0.25621245,0.463,-0.2897929,0.388,-0.03358045,0.423,1.580790582,2.096323719
Bowling Green,G,76,Sophomore,4,Josiah Shackelford,13,28,663.65,26,30,21,78,0.4,0.34694,95,5.725909742,0.505,0.657,0.761,0.597,,0.90927351,0.591,-0.44507548,0.343,0.46419803,0.495,3.159618015,3.083079986
Ohio,G,75,Senior,3,Dior Conners,3,28,321.1,9,18,14,26,0.73874,0.2561,31,3.861725319,0.888,0.315,0.387,0.358,,-1.0818394,0.2,-1.707867,0.062,-2.7897064,0.089,2.131420353,4.117353156
Western Mich.,G,6'3,Sophomore,3,EJ Ryans,29,29,793.61,17,33,15,33,0.45918,0.32222,32,1.612882902,0.588,0.53,0.394,0.118,potential,0.33750197,0.477,-1.4573301,0.099,-1.11982813,0.261,1.547076186,3.272946867
Central Mich.,G,77,Sophomore,22,Will Ashford,1,25,274.43,7,18,6,22,0.44444,0.20833,17,2.477863207,0.566,0.216,0.286,0.186,,,,,,,,#N/A,#N/A
Ball St.,G,6'0,Senior,3,Juwan Maxey,5,23,403.56,1,19,8,45,0.76282,0.27731,35,3.469124789,0.903,0.365,0.413,0.304,potential,-0.97639765,0.22,-0.048191654,0.463,-1.024589304,0.276,2.799455475,3.58310083
NIU,G,6'3,Sophomore,1,Makhai Valentine,27,27,850.22,42,34,25,99,0.67286,0.36464,132,6.210157371,0.841,0.734,0.886,0.651,entered,0.50763426,0.511,-1.0457703,0.184,-0.53813604,0.341,3.314641558,2.680650345
Ohio,G,75,Sophomore,6,Elijah Elliott,4,11,237.21,4,12,7,27,0.37255,0.21053,26,4.38430083,0.469,0.22,0.351,0.423,,1.9438725,0.768,-0.10442069,0.444,1.83945181,0.68,1.381095146,1.772962773
Ohio,G,77,Freshman,21,Jesse Burris,0,21,198.4,6,10,4,15,0.64286,0.26667,15,3.024193548,0.809,0.333,0.27,0.249,,,,,,,,#N/A,#N/A
Eastern Mich.,G,6'0,Senior,3,Mehki Ellison,4,24,334.57,6,22,14,24,0.32222,0.27586,22,2.630241803,0.402,0.36,0.322,0.203,potential,-0.1569426,0.376,-0.86529841,0.226,-1.02224101,0.277,1.452375093,2.923930669
Miami (OH),G,74,Sophomore,3,Luke Skaljac,17,26,748.74,12,47,36,64,0.4424,0.3125,65,3.472500467,0.564,0.49,0.61,0.305,,3.1564788,0.901,0.16389718,0.523,3.32037598,0.826,1.228291346,2.253691951
NIU,G,6'5,Freshman,11,Isaiah Washington,0,12,86.58,6,5,0,7,0.34783,0,8,3.696003696,0.437,0,0.209,0.334,potential,-2.62,0.037,-0.68,0.279,-3.3,0.057,3.6,5
Central Mich.,G,76,Sophomore,3,Jaxson Whitaker,6,29,530.82,7,17,5,31,0.77143,0.35185,26,1.959232885,0.907,0.677,0.351,0.143,,-1.4099055,0.153,-2.9266108,0.002,-4.3365163,0.017,2.357329435,3.703032641
Massachusetts,G,74,Senior,10,Donovan Brown,0,15,74.66,1,5,4,5,0.55556,0.3,5,2.678810608,0.717,0.433,0.175,0.208,,,,,,,,#N/A,#N/A
Western Mich.,G,6'2,Freshman,0,Sharod Barnes,0,26,323.12,14,37,13,28,0.125,0.125,18,2.228274325,0.214,0.144,0.291,0.165,potential,-2.1037765,0.073,-1.0095695,0.193,-3.113346,0.068,1.577283777,2.910349028
